lane,E,ES,S,P,maximum_normalized_violation
22,7.48127818107605,2.518753707408905,77.65017986297607,19.831054210662842,2.2548563953328307e-06
23,7.647296190261841,2.3527026176452637,77.82525539398193,19.82204794883728,3.44127577060238e-07
24,7.512753009796143,2.4872341752052307,77.88228034973145,19.630496501922607,9.061572429842216e-07
25,7.523529529571533,2.4764496088027954,77.8127908706665,19.710776805877686,1.475139697881291e-06
26,7.381182312965393,2.6188302040100098,77.7934980392456,19.58766460418701,8.850838187287746e-07
27,7.565878629684448,2.434113770723343,77.93661594390869,19.629276990890503,5.373723185138989e-07
28,7.536414861679077,2.463572770357132,78.03417682647705,19.502259492874146,8.745471066010511e-07
29,7.7201247215271,2.279852479696274,77.90192604064941,19.818233251571655,1.6121169555416966e-06
30,7.59659469127655,2.4033816158771515,77.77307510375977,19.823555946350098,1.6753372283080377e-06
31,7.484540343284607,2.5154560804367065,77.39681720733643,20.08772850036621,2.5288109106536417e-07
32,7.6566243171691895,2.343330830335617,77.81917095184326,19.837526082992554,3.1715503504447757e-06
33,7.489352822303772,2.510673403739929,77.78740882873535,19.70190167427063,1.8544613344793373e-06
34,7.513798475265503,2.4861860275268555,77.7229356765747,19.7908878326416,1.0958180612832448e-06
35,7.552162408828735,2.4477972090244293,77.90831089019775,19.643914699554443,2.8554489866130704e-06
36,7.721156477928162,2.278827726840973,78.02667617797852,19.694504737854004,1.1168914855386918e-06
37,7.733717560768127,2.2662323713302612,77.85693645477295,19.87686276435852,3.5403352749150985e-06
38,7.488580942153931,2.5114354491233826,77.63769626617432,19.850854873657227,1.1590383340495857e-06
39,7.434279918670654,2.5657355785369873,77.56768703460693,19.866570234298706,1.0958180612832448e-06
40,7.507663369178772,2.4923130869865417,77.95260906219482,19.555091857910156,1.6648005161803141e-06
41,7.533901929855347,2.4661383032798767,77.77164459228516,19.762192964553833,2.844912274485347e-06
42,7.586850523948669,2.4131162464618683,77.59459972381592,19.99229669570923,2.349686804482342e-06
43,7.425210475921631,2.5747978687286377,77.65445709228516,19.770737886428833,5.900558791525164e-07
44,7.783147692680359,2.2168149054050446,77.85495281219482,19.928255081176758,2.6447147440586003e-06
45,7.5904107093811035,2.409573793411255,77.69541263580322,19.89502191543579,1.0958180612832448e-06
46,7.643769383430481,2.356206029653549,78.06880474090576,19.575005769729614,1.7385575010743787e-06
47,7.621694207191467,2.3783040046691895,77.88223266601562,19.73947048187256,4.129530924722856e-07
48,7.788554430007935,2.2114260494709015,77.91503429412842,19.873558282852173,1.3803092887317795e-06
49,7.539803981781006,2.460228353738785,77.72864818572998,19.811112880706787,2.286466531716001e-06
50,7.470161318778992,2.5298726558685303,77.73187637329102,19.738231897354126,2.4023703651209597e-06
51,7.468985915184021,2.5310146808624268,78.01303386688232,19.455944299697876,4.129530924722856e-07
52,7.719398140907288,2.2805899381637573,77.86915302276611,19.850260019302368,8.429369702178806e-07
53,7.687195539474487,2.3127642273902893,77.91168689727783,19.775573015213013,2.844912274485347e-06
54,7.47370183467865,2.526315152645111,77.59134769439697,19.882320165634155,1.2011851825604799e-06
55,7.563715577125549,2.436301112174988,77.79918193817139,19.764506816864014,1.1801117583050329e-06
56,7.5912874937057495,2.40873783826828,77.6240348815918,19.96721386909485,1.7912410617129962e-06
57,7.562784552574158,2.4372223019599915,77.9934024810791,19.569368362426758,4.846887578752814e-07
58,7.652590870857239,2.3473843932151794,77.67875671386719,19.973875284194946,1.7490942132021023e-06
59,7.6776522397994995,2.32235848903656,77.64671325683594,20.030925273895264,7.586432731960926e-07
60,7.70540177822113,2.2945980727672577,77.86598682403564,19.839407205581665,4.5596903960481533e-07
61,7.617275714874268,2.382720410823822,78.18355560302734,19.433729648590088,3.269211982072261e-07
62,7.7073365449905396,2.2926636040210724,78.17842960357666,19.528908729553223,1.1184146254457734e-07
63,7.61495053768158,2.3850396275520325,77.66763210296631,19.947330951690674,6.954230004297515e-07
64,7.5920480489730835,2.4079827964305878,77.66682147979736,19.925178289413452,2.181099410438766e-06
65,7.500271797180176,2.499729096889496,77.66214847564697,19.838119745254517,1.548574096771071e-07
66,7.540114521980286,2.459869533777237,77.94354915618896,19.59659457206726,1.1274281976664153e-06
67,7.70210325717926,2.297886162996292,78.12849521636963,19.57362413406372,7.48106561068369e-07
