lane,E,ES,S,P,maximum_normalized_violation
196,7.64240562915802,2.357599586248398,77.86773204803467,19.77466106414795,4.2155628189879156e-07
197,7.709589600563049,2.2903773188591003,77.75487899780273,19.954769611358643,2.3391500923546186e-06
198,7.5577592849731445,2.4421772360801697,77.77891635894775,19.7789466381073,4.488639366410214e-06
199,7.541177868843079,2.4588288366794586,77.6287841796875,19.91238236427307,4.741520457475578e-07
200,7.616128325462341,2.3838093876838684,77.84502029418945,19.771207571029663,4.404345669388426e-06
201,7.485395669937134,2.514612376689911,77.56141662597656,19.92396593093872,5.689824548970694e-07
202,7.530620694160461,2.4693895876407623,77.63041973114014,19.900182485580444,7.27033136812922e-07
203,7.598904371261597,2.4009737372398376,77.77192115783691,19.827178716659546,8.61903052047783e-06
204,7.478424906730652,2.52159982919693,77.65842914581299,19.819955825805664,1.7490942132021023e-06
205,7.685681581497192,2.314249277114868,77.91406154632568,19.771738052368164,4.889034427263707e-06
206,7.520214915275574,2.479810267686844,77.84567356109619,19.674499034881592,1.7807043495852728e-06
207,7.490218877792358,2.5098809599876404,77.72425174713135,19.76580262184143,7.05959712557475e-06
208,7.606419920921326,2.393595576286316,78.04224491119385,19.564151763916016,1.0958180612832448e-06
209,7.5587159395217896,2.4412837624549866,77.93279647827148,19.625922441482544,1.548574096771071e-07
210,7.597284317016602,2.402821183204651,77.83858299255371,19.758530855178833,7.459992186428243e-06
211,7.576348781585693,2.423640191555023,77.66256809234619,19.913800954818726,7.797166974515395e-07
212,7.639807462692261,2.3601460456848145,77.84162998199463,19.79825735092163,3.2874541838497343e-06
213,7.522663474082947,2.4773864448070526,77.72607803344727,19.796499013900757,3.529798562787375e-06
214,7.559882402420044,2.4401013553142548,77.48452186584473,20.075387954711914,1.1485016219218623e-06
215,7.433111667633057,2.56693035364151,77.72953987121582,19.703505039215088,2.971352820018029e-06
216,7.638404369354248,2.361510992050171,77.65542507171631,19.983116388320923,5.984852488546952e-06
217,7.440983057022095,2.55908340215683,77.70234107971191,19.738539457321167,4.699373608964684e-06
218,7.573378086090088,2.4266326427459717,77.60006904602051,19.973292350769043,7.586432731960926e-07
219,7.50030517578125,2.4997012317180634,77.95600414276123,19.544291496276855,4.530786214921108e-07
220,7.541341781616211,2.4587374925613403,77.8305196762085,19.710688591003418,5.605530851948906e-06
221,7.581377029418945,2.4186085164546967,77.76025772094727,19.821147918701172,1.0220610763891803e-06
222,7.753587365150452,2.2463558614254,78.06004047393799,19.69364047050476,4.014487320662656e-06
223,7.5684380531311035,2.4315564334392548,77.59500980377197,19.973431825637817,3.8985834872576977e-07
